agent_id,archetype_id,age,sex,race,marital_status,education,income,housing
8593,659,67,Female,Asian,"Now married, except separated",Less than high school graduate,"$25,000 to $34,999",Householder lived in owner-occupied housing units
8594,957,36,Female,White,Never married,High school graduate (includes equivalency),"$75,000 or more",Householder lived in owner-occupied housing units
8595,827,53,Male,Asian and Black or African American,"Now married, except separated",Graduate or professional degree,"$1 to $9,999 or loss",Householder lived in renter-occupied housing units
8596,36,51,Male,Asian,Widowed,Less than high school graduate,"$75,000 or more",Householder lived in renter-occupied housing units
8597,622,43,Male,Asian,Never married,Graduate or professional degree,"$75,000 or more",Householder lived in renter-occupied housing units
8598,76,39,Male,Black or African American and Pacific Islander and White,"Now married, except separated",Less than high school graduate,"$75,000 or more",Householder lived in owner-occupied housing units
8599,648,59,Male,Asian,Never married,Bachelor's degree,"$75,000 or more",Householder lived in owner-occupied housing units
8600,985,26,Male,Asian and Black or African American,Never married,Bachelor's degree,"$75,000 or more",Householder lived in renter-occupied housing units
8601,556,26,Female,Hispanic or Latino origin (of any race),Never married,Bachelor's degree,"$75,000 or more",Householder lived in renter-occupied housing units
8602,385,48,Female,Hispanic or Latino origin (of any race),Never married,Bachelor's degree,"$15,000 to $24,999",Householder lived in renter-occupied housing units
8603,231,27,Male,White,Never married,Graduate or professional degree,"$75,000 or more",Householder lived in renter-occupied housing units
8604,642,35,Female,Black or African American,Never married,Bachelor's degree,"$65,000 to $74,999",Householder lived in owner-occupied housing units
8605,493,28,Male,Black or African American,"Now married, except separated",Graduate or professional degree,"$75,000 or more",Householder lived in renter-occupied housing units
8606,432,29,Female,White,"Now married, except separated",Bachelor's degree,"$25,000 to $34,999",Householder lived in owner-occupied housing units
8607,737,51,Female,Hispanic or Latino origin (of any race),"Now married, except separated",Bachelor's degree,"$50,000 to $64,999",Householder lived in owner-occupied housing units
8608,457,47,Male,Asian,Widowed,Graduate or professional degree,"$35,000 to $49,999",Householder lived in renter-occupied housing units
8609,64,32,Female,White,Never married,High school graduate (includes equivalency),"$10,000 to $14,999",Householder lived in renter-occupied housing units
8610,182,4,Female,White,"Now married, except separated",Graduate or professional degree,"$10,000 to $14,999",Householder lived in renter-occupied housing units
8611,341,52,Male,White,"Now married, except separated",Bachelor's degree,"$75,000 or more",Householder lived in owner-occupied housing units
8612,689,23,Female,White,Widowed,Bachelor's degree,"$50,000 to $64,999",Householder lived in owner-occupied housing units
8613,748,24,Male,Asian,Never married,Some college or associate's degree,"$10,000 to $14,999",Householder lived in owner-occupied housing units
8614,321,9,Male,Hispanic or Latino origin (of any race),"Now married, except separated",High school graduate (includes equivalency),"$10,000 to $14,999",Householder lived in renter-occupied housing units
8615,223,26,Female,Hispanic or Latino origin (of any race),Never married,Some college or associate's degree,"$75,000 or more",Householder lived in owner-occupied housing units
8616,991,62,Male,Hispanic or Latino origin (of any race),Never married,Graduate or professional degree,"$25,000 to $34,999",Householder lived in owner-occupied housing units
8617,414,27,Female,White,Never married,Graduate or professional degree,"$75,000 or more",Householder lived in owner-occupied housing units
8618,175,0,Female,White,"Now married, except separated",Bachelor's degree,"$75,000 or more",Householder lived in owner-occupied housing units
8619,700,64,Female,Asian,Never married,Graduate or professional degree,"$15,000 to $24,999",Householder lived in renter-occupied housing units
8620,169,0,Male,Black or African American,"Now married, except separated",Graduate or professional degree,"$25,000 to $34,999",Householder lived in owner-occupied housing units
8621,856,0,Female,White,"Now married, except separated",Less than high school graduate,"$25,000 to $34,999",Householder lived in owner-occupied housing units
8622,598,31,Male,White and Middle Eastern and Hispanic or Latino,Never married,Graduate or professional degree,"$1 to $9,999 or loss",Householder lived in renter-occupied housing units
8623,38,44,Female,Hispanic or Latino origin (of any race),Divorced or separated,Less than high school graduate,"$1 to $9,999 or loss",Householder lived in renter-occupied housing units
8624,351,26,Male,Asian,"Now married, except separated",Graduate or professional degree,"$15,000 to $24,999",Householder lived in renter-occupied housing units
8625,220,19,Male,Pacific Islander and Black or African American and Middle Eastern,"Now married, except separated",Graduate or professional degree,"$10,000 to $14,999",Householder lived in owner-occupied housing units
8626,78,62,Female,White,"Now married, except separated",Graduate or professional degree,"$75,000 or more",Householder lived in renter-occupied housing units
8627,757,26,Female,Asian,"Now married, except separated",Graduate or professional degree,"$75,000 or more",Householder lived in owner-occupied housing units
8628,949,47,Male,White,Divorced or separated,Graduate or professional degree,"$75,000 or more",Householder lived in owner-occupied housing units
8629,668,34,Male,White,Never married,Less than high school graduate,"$35,000 to $49,999",Householder lived in renter-occupied housing units
8630,630,25,Male,White and Pacific Islander,Widowed,Some college or associate's degree,"$15,000 to $24,999",Householder lived in owner-occupied housing units
8631,369,26,Female,Asian,Never married,Bachelor's degree,"$75,000 or more",Householder lived in owner-occupied housing units
8632,810,45,Male,White,Never married,Bachelor's degree,"$75,000 or more",Householder lived in owner-occupied housing units
8633,888,26,Male,White,Never married,Some college or associate's degree,"$75,000 or more",Householder lived in renter-occupied housing units
8634,700,55,Female,Asian,Never married,Graduate or professional degree,"$15,000 to $24,999",Householder lived in renter-occupied housing units
8635,715,29,Female,Asian,Never married,Graduate or professional degree,"$75,000 or more",Householder lived in owner-occupied housing units
8636,265,38,Male,Asian,Widowed,Graduate or professional degree,"$75,000 or more",Householder lived in renter-occupied housing units
8637,769,34,Female,White,Never married,Graduate or professional degree,"$1 to $9,999 or loss",Householder lived in renter-occupied housing units
8638,878,60,Male,Asian,Divorced or separated,Bachelor's degree,"$25,000 to $34,999",Householder lived in renter-occupied housing units
8639,771,58,Male,Asian,"Now married, except separated",Graduate or professional degree,"$25,000 to $34,999",Householder lived in renter-occupied housing units
8640,382,68,Male,Asian,Widowed,Bachelor's degree,"$35,000 to $49,999",Householder lived in owner-occupied housing units
8641,789,46,Male,White,Never married,Bachelor's degree,"$50,000 to $64,999",Householder lived in renter-occupied housing units
8642,774,45,Female,Asian and Native American and Middle Eastern,Widowed,Less than high school graduate,"$15,000 to $24,999",Householder lived in renter-occupied housing units
8643,84,0,Female,Black or African American and Asian and Pacific Islander,Never married,Bachelor's degree,"$65,000 to $74,999",Householder lived in renter-occupied housing units
8644,152,65,Male,White,Never married,High school graduate (includes equivalency),"$75,000 or more",Householder lived in owner-occupied housing units
8645,36,50,Male,Asian,Widowed,Less than high school graduate,"$75,000 or more",Householder lived in renter-occupied housing units
8646,359,12,Male,Hispanic or Latino origin (of any race),"Now married, except separated",Less than high school graduate,"$1 to $9,999 or loss",Householder lived in owner-occupied housing units
